"dwc.preparations","freq"
"Fluid - 115",24
"Fluid - 98",24
"Fluid - 117",23
"Fluid - 2; Tissue - 1",23
"fluid - 1 | fluid - 1",22
"Fluid - 106",22
"Fluid - 95",22
"Fluid - 104",21
"Fluid - 119",21
"Fluid - 124",21
"Fluid - 99",21
"Fluid - 111",20
"Fluid - 120",20
"Fluid - 108",19
"Fluid - 122",19
"Fluid - 153",19
"Fluid - 3; Tissue - 1",19
"Fluid - 114",18
"Fluid - 127",18
"Fluid - 142",18
"Fluid - 94",18
"tissue - 1",18
"Fluid - 112",17
"Fluid - 130",17
"Fluid - 138",17
"Fluid - 145",17
"Fluid - 165",17
"Fluid - 0",16
"Fluid - 121",16
"Fluid - 144",16
"Fluid - 2; Fluid - 1",16
"Fluid - 1; Scale - 1",15
"Fluid - 107",15
"Fluid - 116",15
"Fluid - 125",14
"Fluid - 131",14
"Fluid - 135",14
"Fluid - 141",14
"Fluid - 154",14
"Fluid - 158",14
"Fluid - 204",14
"Fluid - 228",14
"Fluid - 109",13
"Fluid - 128",13
"Fluid - 137",13
"Fluid - 157",13
"Fluid - 192",13
"Fluid - 2; Tissue - 1; Tissue - 1",13
"Fluid - 8; C&S skeleton - 1",13
"tissue - 1 | fluid - 1",13
"Fluid - 110",12
"Fluid - 118",12
"Fluid - 126",12
"Fluid - 129",12
"Fluid - 132",12
"Fluid - 143",12
"Fluid - 150",12
"Fluid - 152",12
"Fluid - 166",12
"Fluid - 173",12
"Fluid - 133",11
"Fluid - 134",11
"Fluid - 140",11
"Fluid - 148",11
"Fluid - 156",11
"Fluid - 217",11
"Fluid - 5; Tissue - 1",11
"Fluid - 6; Tissue - 1",11
"Fluid - 136",10
"Fluid - 162",10
"Fluid - 198",10
"Fluid - 205",10
"Fluid - 231",10
"Fluid - 4; Tissue - 1",10
"Fluid - 7; C&S skeleton - 1",10
"Otolith - 1",10
"Fluid - 149",9
"Fluid - 169",9
"Fluid - 175",9
"Fluid - 176",9
"Fluid - 183",9
"Fluid - 191",9
"Fluid - 2; Scale - 1",9
"Fluid - 211",9
"Fluid - 4; C&S skeleton - 1",9
"Fluid - 6; Tissue - 1; Tissue - 1",9
"Fluid - 146",8
"Fluid - 151",8
"Fluid - 159",8
"Fluid - 160",8
"Fluid - 161",8
"Fluid - 163",8
"Fluid - 167",8
"Fluid - 177",8
"Fluid - 179",8
"Fluid - 180",8
"Fluid - 185",8
"Fluid - 186",8
"Fluid - 188",8
"Fluid - 200",8
"Fluid - 251",8
"Fluid - 298",8
"Fluid - 3; Tissue - 1; Tissue - 1; Tissue - 1",8
"Fluid - 311",8
"Fluid - 5; C&S skeleton - 1",8
"Fluid - 7; Tissue - 1",8
"Fluid - 9; C&S skeleton - 1",8
"Fluid - 10; C&S skeleton - 1",7
"Fluid - 139",7
"Fluid - 147",7
"Fluid - 168",7
"Fluid - 174",7
"Fluid - 190",7
"Fluid - 194",7
"Fluid - 199",7
"Fluid - 207",7
"Fluid - 209",7
"Fluid - 220",7
"Fluid - 256",7
"Fluid - 289",7
"Fluid - 3; Tissue - 1; Tissue - 1",7
"Fluid - 4; Tissue - 1; Tissue - 1",7
"Fluid - 8; Tissue - 1",7
"C&S skeleton - 3",6
"Fluid - 1; Fluid - 2",6
"Fluid - 10; C&S skeleton - 2",6
"Fluid - 11; C&S skeleton - 1",6
"Fluid - 12; C&S skeleton - 1",6
"Fluid - 13; Tissue - 1",6
"Fluid - 15; C&S skeleton - 1",6
"Fluid - 16; C&S skeleton - 1",6
"Fluid - 16; Tissue - 1",6
"Fluid - 164",6
"Fluid - 170",6
"Fluid - 171",6
"Fluid - 181",6
"Fluid - 184",6
"Fluid - 189",6
"Fluid - 196",6
"Fluid - 197",6
"Fluid - 2; C&S skeleton - 1",6
"Fluid - 213",6
"Fluid - 216",6
"Fluid - 223",6
"Fluid - 227",6
"Fluid - 238",6
"Fluid - 240",6
"Fluid - 255",6
"Fluid - 278",6
"Fluid - 3; C&S skeleton - 1",6
"Fluid - 316",6
"Fluid - 345",6
"Fluid - 387",6
"Fluid - 400",6
"Fluid - 9; Tissue - 1",6
"Pharyngeal jaw - 1",6
"Dry skeleton - 2",5
"fluid",5
"Fluid - 10; Tissue - 1; Tissue - 1",5
"Fluid - 12; Tissue - 1",5
"Fluid - 155",5
"Fluid - 182",5
"Fluid - 187",5
"Fluid - 2; Dry skeleton - 1",5
"Fluid - 2; Fluid - 2",5
"Fluid - 2; Viscera - 2",5
"Fluid - 202",5
"Fluid - 208",5
"Fluid - 212",5
"Fluid - 221",5
"Fluid - 229",5
"Fluid - 234",5
"Fluid - 243",5
"Fluid - 244",5
"Fluid - 250",5
"Fluid - 262",5
"Fluid - 263",5
"Fluid - 265",5
"Fluid - 267",5
"Fluid - 275",5
"Fluid - 280",5
"Fluid - 3; Dry skeleton - 1",5
"Fluid - 332",5
"Fluid - 360",5
"Fluid - 363",5
"Fluid - 368",5
"Fluid - 386",5
"Fluid - 431",5
"Fluid - 508",5
"Fluid - 6; C&S skeleton - 1",5
"Fluid - 7; C&S skeleton - 2",5
"Fluid - 7; Tissue - 1; Tissue - 1",5
"Dry skeleton - 1; Fluid - 2",4
"Fluid - 1; C&S skeleton - 1",4
"Fluid - 1; Viscera - 1",4
"Fluid - 11; Dry skeleton - 1",4
"Fluid - 11; Tissue - 1; Tissue - 1",4
"Fluid - 12; C&S skeleton - 2",4
"Fluid - 178",4
"Fluid - 201",4
"Fluid - 203",4
"Fluid - 206",4
"Fluid - 21; C&S skeleton - 2",4
"Fluid - 210",4
"Fluid - 215",4
"Fluid - 219",4
"Fluid - 222",4
"Fluid - 226",4
"Fluid - 233",4
"Fluid - 236",4
"Fluid - 246",4
"Fluid - 247",4
"Fluid - 259",4
"Fluid - 260",4
"Fluid - 269",4
"Fluid - 272",4
"Fluid - 284",4
"Fluid - 293",4
"Fluid - 304",4
"Fluid - 313",4
"Fluid - 317",4
"Fluid - 320",4
"Fluid - 336",4
"Fluid - 340",4
"Fluid - 347",4
"Fluid - 356",4
"Fluid - 4; C&S skeleton - 2",4
"Fluid - 468",4
"Fluid - 5; Tissue - 1; Tissue - 1",4
"Fluid - 534",4
"Fluid - 545",4
"Fluid - 559",4
"Fluid - 8; C&S skeleton - 2",4
"Fluid - 9; C&S skeleton - 2",4
"Tissue - 1; Dry skeleton - 1; Tissue - 1",4
"Tissue - 1; Fluid - 2",4
"Tissue - 1; Fluid - 6",4
"C&S skeleton - 10",3
"C&S skeleton - 8",3
"Dry skeleton - 1; Fluid - 11",3
"Dry skeleton - 9",3
"Fluid - 10; Pharyngeal jaw - 1",3
"Fluid - 13; C&S skeleton - 1",3
"Fluid - 13; Tissue - 1; Tissue - 1",3
"Fluid - 14; C&S skeleton - 1",3
"Fluid - 16; Tissue - 1; Tissue - 1",3
"Fluid - 17; C&S skeleton - 2",3
"Fluid - 172",3
"Fluid - 18; C&S skeleton - 2",3
"Fluid - 193",3
"Fluid - 195",3
"Fluid - 20; C&S skeleton - 1",3
"Fluid - 20; C&S skeleton - 2",3
"Fluid - 21; Tissue - 1; Tissue - 1",3
"Fluid - 224",3
"Fluid - 225",3
"Fluid - 23; C&S skeleton - 2",3
"Fluid - 23; Tissue - 1",3
"Fluid - 237",3
"Fluid - 239",3
"Fluid - 24; C&S skeleton - 2",3
"Fluid - 241",3
"Fluid - 248",3
"Fluid - 249",3
"Fluid - 252",3
"Fluid - 254",3
"Fluid - 258",3
"Fluid - 266",3
"Fluid - 270",3
"Fluid - 271",3
"Fluid - 274",3
"Fluid - 276",3
"Fluid - 277",3
"Fluid - 282",3
"Fluid - 288",3
"Fluid - 29; Tissue - 1",3
"Fluid - 294",3
"Fluid - 299",3
"Fluid - 300",3
"Fluid - 302",3
"Fluid - 306",3
"Fluid - 307",3
"Fluid - 309",3
"Fluid - 324",3
"Fluid - 331",3
"Fluid - 335",3
"Fluid - 341",3
"Fluid - 342",3
"Fluid - 343",3
"Fluid - 346",3
"Fluid - 351",3
"Fluid - 352",3
"Fluid - 357",3
"Fluid - 36; C&S skeleton - 1; C&S skeleton - 1",3
"Fluid - 366",3
"Fluid - 371",3
"Fluid - 375",3
"Fluid - 383",3
"Fluid - 385",3
"Fluid - 390",3
"Fluid - 4; Tissue - 1; Tissue - 1; Tissue - 1",3
"Fluid - 4; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",3
"Fluid - 402",3
"Fluid - 411",3
"Fluid - 414",3
"Fluid - 415",3
"Fluid - 419",3
"Fluid - 425",3
"Fluid - 428",3
"Fluid - 430",3
"Fluid - 433",3
"Fluid - 447",3
"Fluid - 455",3
"Fluid - 457",3
"Fluid - 463",3
"Fluid - 467",3
"Fluid - 477",3
"Fluid - 5; Dry skeleton - 1",3
"Fluid - 5; Fluid - 1",3
"Fluid - 5; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",3
"Fluid - 535",3
"Fluid - 579",3
"Fluid - 592",3
"Fluid - 6; Fluid - 1",3
"Fluid - 6; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",3
"Fluid - 665",3
"Tissue - 1; Fluid - 1; Tissue - 1",3
"Tissue - 1; Fluid - 7",3
"C&S skeleton - 1; Fluid - 20; C&S skeleton - 1",2
"C&S skeleton - 2; Fluid - 1",2
"Dry skeleton - 1; C&S skeleton - 1; Fluid - 1; Dry skeleton - 1",2
"Dry skeleton - 1; Fluid - 5",2
"Dry skeleton - 1; Fluid - 8",2
"Dry skeleton - 1; Tissue - 1; Tissue - 1",2
"Dry skeleton - 5",2
"Fluid - 1; Dry skeleton - 1",2
"Fluid - 1; Scale - 0",2
"Fluid - 1; Tissue - 1; Tissue - 1",2
"Fluid - 10; Dry skeleton - 1",2
"Fluid - 10; Tissue - 1",2
"Fluid - 1032",2
"Fluid - 1093",2
"Fluid - 11; C&S skeleton - 1; Viscera - 1",2
"Fluid - 11; Tissue - 1",2
"Fluid - 12; C&S skeleton - 1; C&S skeleton - 1",2
"Fluid - 12; Dry skeleton - 1",2
"Fluid - 12; Scale - 1",2
"Fluid - 12; Tissue - 1; Tissue - 1",2
"Fluid - 12; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",2
"Fluid - 13; C&S skeleton - 4",2
"Fluid - 14; C&S skeleton - 4",2
"Fluid - 14; Tissue - 1; Tissue - 1",2
"Fluid - 15; C&S skeleton - 2",2
"Fluid - 15; C&S skeleton - 4",2
"Fluid - 15; Tissue - 1; Tissue - 1",2
"Fluid - 16; C&S skeleton - 2",2
"Fluid - 160; C&S skeleton - 1; C&S skeleton - 1",2
"Fluid - 17; C&S skeleton - 1; C&S skeleton - 2",2
"Fluid - 17; Dry skeleton - 1; Dry skeleton - 1",2
"Fluid - 18; Tissue - 1",2
"Fluid - 19; C&S skeleton - 1",2
"Fluid - 19; Tissue - 1; Tissue - 1",2
"Fluid - 20; Tissue - 1",2
"Fluid - 20; Tissue - 1; Tissue - 1",2
"Fluid - 21; C&S skeleton - 1",2
"Fluid - 214",2
"Fluid - 22; Tissue - 1",2
"Fluid - 22; Tissue - 1; Tissue - 1",2
"Fluid - 230",2
"Fluid - 232",2
"Fluid - 24; Scale - 1",2
"Fluid - 242",2
"Fluid - 245",2
"Fluid - 25; Tissue - 1",2
"Fluid - 257",2
"Fluid - 264",2
"Fluid - 268",2
"Fluid - 27; C&S skeleton - 1; Dry skeleton - 1",2
"Fluid - 27; Dry skeleton - 1; C&S skeleton - 1",2
"Fluid - 273",2
"Fluid - 279",2
"Fluid - 28; C&S skeleton - 1",2
"Fluid - 283",2
"Fluid - 286",2
"Fluid - 29; C&S skeleton - 1",2
"Fluid - 291",2
"Fluid - 3; C&S skeleton - 2",2
"Fluid - 3; Scale - 1",2
"Fluid - 30; C&S skeleton - 1",2
"Fluid - 30; Tissue - 1; Tissue - 1",2
"Fluid - 301",2
"Fluid - 303",2
"Fluid - 305",2
"Fluid - 308",2
"Fluid - 31; C&S skeleton - 1",2
"Fluid - 31; Tissue - 1",2
"Fluid - 312",2
"Fluid - 318",2
"Fluid - 32; C&S skeleton - 1",2
"Fluid - 325",2
"Fluid - 326",2
"Fluid - 327",2
"Fluid - 337",2
"Fluid - 339",2
"Fluid - 34; C&S skeleton - 2",2
"Fluid - 34; Tissue - 1; Tissue - 1; Tissue - 1",2
"Fluid - 348",2
"Fluid - 353",2
"Fluid - 354",2
"Fluid - 36; C&S skeleton - 1",2
"Fluid - 364",2
"Fluid - 365",2
"Fluid - 370",2
"Fluid - 376",2
"Fluid - 378",2
"Fluid - 38; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1",2
"Fluid - 38; C&S skeleton - 2",2
"Fluid - 39; Tissue - 1; Tissue - 1",2
"Fluid - 393",2
"Fluid - 394",2
"Fluid - 396",2
"Fluid - 398",2
"Fluid - 4; Dry skeleton - 1",2
"Fluid - 4; Fluid - 1",2
"Fluid - 4; Viscera - 0; C&S skeleton - 1",2
"Fluid - 4000",2
"Fluid - 403",2
"Fluid - 409",2
"Fluid - 416",2
"Fluid - 417",2
"Fluid - 432",2
"Fluid - 437",2
"Fluid - 438",2
"Fluid - 439",2
"Fluid - 448",2
"Fluid - 45; C&S skeleton - 2",2
"Fluid - 452",2
"Fluid - 454",2
"Fluid - 462",2
"Fluid - 466",2
"Fluid - 471",2
"Fluid - 475",2
"Fluid - 478",2
"Fluid - 48; C&S skeleton - 2",2
"Fluid - 48; C&S skeleton - 3",2
"Fluid - 483",2
"Fluid - 485",2
"Fluid - 488",2
"Fluid - 49; C&S skeleton - 3",2
"Fluid - 493",2
"Fluid - 495",2
"Fluid - 5; C&S skeleton - 2",2
"Fluid - 5; Scale - 1",2
"Fluid - 500",2
"Fluid - 501",2
"Fluid - 509",2
"Fluid - 513",2
"Fluid - 519",2
"Fluid - 533",2
"Fluid - 536",2
"Fluid - 550",2
"Fluid - 552",2
"Fluid - 561",2
"Fluid - 577",2
"Fluid - 580",2
"Fluid - 583",2
"Fluid - 597",2
"Fluid - 6; Tissue - 1; Tissue - 1; Tissue - 1",2
"Fluid - 60; Tissue - 1; Tissue - 1",2
"Fluid - 603",2
"Fluid - 616",2
"Fluid - 649",2
"Fluid - 651",2
"Fluid - 663",2
"Fluid - 667",2
"Fluid - 676",2
"Fluid - 680",2
"Fluid - 7; Dry skeleton - 1",2
"Fluid - 7; Scale - 1",2
"Fluid - 7; Tissue - 1; Tissue - 1; Tissue - 1",2
"Fluid - 7; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",2
"Fluid - 70; Scale - 1",2
"Fluid - 71; C&S skeleton - 1",2
"Fluid - 759",2
"Fluid - 765",2
"Fluid - 772",2
"Fluid - 795",2
"Fluid - 8; Scale - 1",2
"Fluid - 808",2
"Fluid - 9; Dry skeleton - 1",2
"Fluid - 9; Tissue - 1; Tissue - 1; Tissue - 1",2
"Fluid - 940",2
"Fluid - 976",2
"Fluid - 99; C&S skeleton - 2",2
"Scale - 1; Fluid - 1",2
"Tissue - 1; Dry skeleton - 1",2
"Tissue - 1; Dry skeleton - 1; Fluid - 1",2
"Tissue - 1; Fluid - 4; Tissue - 1; Tissue - 1",2
"X-ray - 0; Fluid - 1",2
"C&S skeleton - 1; C&S skeleton - 1; Fluid - 7",1
"C&S skeleton - 1; Dry skeleton - 2; Fluid - 3",1
"C&S skeleton - 1; Fluid - 1; Dry skeleton - 1",1
"C&S skeleton - 1; Fluid - 10",1
"C&S skeleton - 1; Fluid - 11",1
"C&S skeleton - 1; Fluid - 15",1
"C&S skeleton - 1; Fluid - 162; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 18",1
"C&S skeleton - 1; Fluid - 19",1
"C&S skeleton - 1; Fluid - 2",1
"C&S skeleton - 1; Fluid - 20; Dry skeleton - 1",1
"C&S skeleton - 1; Fluid - 208; C&S skeleton - 1; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 23; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 24",1
"C&S skeleton - 1; Fluid - 268; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 28; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 3",1
"C&S skeleton - 1; Fluid - 42; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 43",1
"C&S skeleton - 1; Fluid - 48; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 50; C&S skeleton - 1",1
"C&S skeleton - 1; Fluid - 6",1
"C&S skeleton - 1; Fluid - 78",1
"C&S skeleton - 1; Fluid - 94",1
"C&S skeleton - 15",1
"C&S skeleton - 2; Fluid - 11; C&S skeleton - 1",1
"C&S skeleton - 2; Fluid - 142",1
"C&S skeleton - 2; Fluid - 19",1
"C&S skeleton - 2; Fluid - 23",1
"C&S skeleton - 2; Fluid - 26",1
"C&S skeleton - 2; Fluid - 34",1
"C&S skeleton - 2; Fluid - 47",1
"C&S skeleton - 2; Fluid - 56",1
"C&S skeleton - 2; Fluid - 58",1
"C&S skeleton - 2; Fluid - 7",1
"C&S skeleton - 2; Fluid - 8",1
"C&S skeleton - 2; Fluid - 84",1
"C&S skeleton - 3; Fluid - 146",1
"C&S skeleton - 3; Fluid - 175",1
"C&S skeleton - 3; Fluid - 352",1
"C&S skeleton - 3; Fluid - 61; Dry skeleton - 1",1
"C&S skeleton - 30",1
"C&S skeleton - 4",1
"C&S skeleton - 4; C&S skeleton - 1; Fluid - 4",1
"C&S skeleton - 4; Fluid - 263",1
"C&S skeleton - 5",1
"C&S skeleton - 5; Fluid - 255",1
"C&S skeleton - 50",1
"C&S skeleton - 7",1
"C&S skeleton - 9",1
"Dried whole - 2",1
"Dry skeleton - 1; C&S skeleton - 1; Fluid - 1; Dry skeleton - 1; Viscera - 1",1
"Dry skeleton - 1; C&S skeleton - 1; Fluid - 16",1
"Dry skeleton - 1; C&S skeleton - 1; Fluid - 41",1
"Dry skeleton - 1; C&S skeleton - 2; Fluid - 31",1
"Dry skeleton - 1; C&S skeleton - 2; Fluid - 35",1
"Dry skeleton - 1; Dry skeleton - 1",1
"Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 1",1
"Dry skeleton - 1; Fluid - 1; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 10",1
"Dry skeleton - 1; Fluid - 10; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 11; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 12",1
"Dry skeleton - 1; Fluid - 145",1
"Dry skeleton - 1; Fluid - 15",1
"Dry skeleton - 1; Fluid - 2; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 27",1
"Dry skeleton - 1; Fluid - 3",1
"Dry skeleton - 1; Fluid - 30; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 37; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 39",1
"Dry skeleton - 1; Fluid - 39; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 4",1
"Dry skeleton - 1; Fluid - 4; C&S skeleton - 1",1
"Dry skeleton - 1; Fluid - 41; C&S skeleton - 3",1
"Dry skeleton - 1; Fluid - 5; C&S skeleton - 1",1
"Dry skeleton - 1; Fluid - 6",1
"Dry skeleton - 1; Fluid - 7; C&S skeleton - 2; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 81; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 85; C&S skeleton - 3",1
"Dry skeleton - 1; Fluid - 92; Fluid - 92; Dry skeleton - 2; Dry skeleton - 2; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1",1
"Dry skeleton - 1; Fluid - 96",1
"Dry skeleton - 1; Viscera - 0; Fluid - 4; C&S skeleton - 1; Viscera - 0",1
"Dry skeleton - 1; Viscera - 1",1
"Dry skeleton - 3",1
"Dry skeleton - 3; Fluid - 1",1
"Dry skeleton - 4",1
"Fluid - 1; C&S skeleton - 1; Dry skeleton - 1; Dry skeleton - 1",1
"Fluid - 1; C&S skeleton - 2",1
"Fluid - 1; C&S skeleton - 3",1
"Fluid - 1; Dry skeleton - 1; Dry skeleton - 1",1
"Fluid - 1; Dry skeleton - 1; Dry skeleton - 1; Dry skeleton - 1",1
"Fluid - 1; Fluid - 14",1
"Fluid - 1; Fluid - 29",1
"Fluid - 1; Fluid - 3",1
"Fluid - 1; Fluid - 4; Tissue - 1",1
"Fluid - 1; Fluid - 69; Fluid - 48",1
"Fluid - 1; Fluid - 9",1
"Fluid - 1; Otolith - 2",1
"Fluid - 1; Tissue - 1; Dry skeleton - 1",1
"Fluid - 1; Tissue - 1; Fluid - 1; Tissue - 1",1
"Fluid - 1; Tissue - 1; Otolith - 2",1
"Fluid - 1; Tissue - 1; Tissue - 1; Tissue - 1; Fluid - 3",1
"Fluid - 1; X-ray - 0",1
"Fluid - 10; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 10; C&S skeleton - 1; Dry skeleton - 1; Viscera - 1",1
"Fluid - 10; C&S skeleton - 1; Dry skeleton - 1; Viscera - 1; C&S skeleton - 1",1
"Fluid - 10; C&S skeleton - 3",1
"Fluid - 10; Fluid - 1",1
"Fluid - 10; Scale - 1",1
"Fluid - 10; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",1
"Fluid - 10; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",1
"Fluid - 10; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Fluid - 2; Tissue - 1; Tissue - 1",1
"Fluid - 10; Viscera - 10",1
"Fluid - 10; Viscera - 2",1
"Fluid - 100; C&S skeleton - 1",1
"Fluid - 1000",1
"Fluid - 1003",1
"Fluid - 1008",1
"Fluid - 101; C&S skeleton - 1",1
"Fluid - 101; C&S skeleton - 3",1
"Fluid - 1017",1
"Fluid - 102; C&S skeleton - 2",1
"Fluid - 102; Dry skeleton - 1",1
"Fluid - 1026",1
"Fluid - 1028",1
"Fluid - 1028; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 103; C&S skeleton - 2",1
"Fluid - 1030",1
"Fluid - 104; C&S skeleton - 2",1
"Fluid - 1046",1
"Fluid - 1049",1
"Fluid - 1065",1
"Fluid - 1066",1
"Fluid - 1076",1
"Fluid - 1079",1
"Fluid - 1082",1
"Fluid - 109; C&S skeleton - 3",1
"Fluid - 11; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 11; C&S skeleton - 2",1
"Fluid - 11; C&S skeleton - 4; Tissue - 1; Tissue - 1",1
"Fluid - 11; C&S skeleton - 5",1
"Fluid - 11; Fluid - 2",1
"Fluid - 11; Scale - 1",1
"Fluid - 11; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1; Tissue - 1",1
"Fluid - 110; C&S skeleton - 1",1
"Fluid - 110; C&S skeleton - 2",1
"Fluid - 1106",1
"Fluid - 1108",1
"Fluid - 1110",1
"Fluid - 1116",1
"Fluid - 112; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 1136",1
"Fluid - 1149",1
"Fluid - 115; Tissue - 1",1
"Fluid - 116; C&S skeleton - 2; Dry skeleton - 1; Dry skeleton - 1",1
"Fluid - 117; Tissue - 1; Tissue - 1; Tissue - 1",1
"Fluid - 1170",1
"Fluid - 1178",1
"Fluid - 118; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 118; Fluid - 119",1
"Fluid - 12; C&S skeleton - 1; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 12; C&S skeleton - 1; Viscera - 1",1
"Fluid - 12; C&S skeleton - 3",1
"Fluid - 12; C&S skeleton - 4",1
"Fluid - 12; Dry skeleton - 1; Dry skeleton - 1",1
"Fluid - 12; Fluid - 1",1
"Fluid - 12; Fluid - 14",1
"Fluid - 12; Viscera - 1",1
"Fluid - 12; Viscera - 3",1
"Fluid - 12; Viscera - 9",1
"Fluid - 120; C&S skeleton - 1",1
"Fluid - 122; Tissue - 1; Tissue - 1",1
"Fluid - 124; Dry skeleton - 1",1
"Fluid - 1244",1
"Fluid - 1249",1
"Fluid - 125; Tissue - 1",1
"Fluid - 126; C&S skeleton - 1",1
"Fluid - 126; Tissue - 1; Tissue - 1",1
"Fluid - 1263",1
"Fluid - 127; C&S skeleton - 3; Dry skeleton - 1",1
"Fluid - 1277",1
"Fluid - 128; C&S skeleton - 3",1
"Fluid - 1281",1
"Fluid - 13; C&S skeleton - 1; C&S skeleton - 1",1
"Fluid - 13; C&S skeleton - 2",1
"Fluid - 13; Dry skeleton - 1",1
