"dwc.preparations","freq"
"originally: frozen?; preservation: Ultra-cold freezer | tissue",1
"originally: frozen/ formalin | tissue",1
"originally: frozen/formalin | tissue",1
"originally: frozen/formalin; preservation: Osteo",1
"originally: gift from dr. hubbs H48-7",1
"originally: gift from hubbs H47-104",1
"originally: H148-1000",1
"originally: H46-88",1
"originally: H48-100A",1
"originally: H48-119",1
"originally: H48-12",1
"originally: H48-128",1
"originally: H48-13",1
"originally: H48-131",1
"originally: H48-136",1
"originally: H48-167",1
"originally: H48-172",1
"originally: H48-182",1
"originally: H48-205",1
"originally: H49-116",1
"originally: H49-30",1
"originally: ice",1
"originally: Ice",1
"originally: ice - form.",1
"originally: Ice - form.",1
"originally: ice 2 days, 10% formalin",1
"originally: iced",1
"originally: iced and 10% formalin",1
"originally: isopropyl alcohol",1
"originally: jaws dried; preservation: Osteo",1
"originally: jaws/dried; preservation: osteo",1
"originally: kept alive",1
"originally: live and formalin",1
"originally: OH - Form.",1
"originally: on ice/10 formalin",1
"originally: Orig. 95% ethanol",1
"originally: Photographs only",1
"originally: Refrig. & 10% formalin",1
"originally: refrigerated; preservation: Osteo.",1
"originally: same as W52-207",1
"originally: see remarks; preservation: osteo",1
"originally: skel.- frozen; preservation: Osteo",1
"originally: skeleton; preservation: osteo",1
"originally: trawl, dredge, by hand",1
"originally: unknown",1
"otoliths | whole specimen",1
"picric acid",1
"preservation: 11 C&S",1
"preservation: 125 etoh + 1 C&S",1
"preservation: 27 ETOH, 3 C&S",1
"preservation: 6 C&S",1
"preservation: fossil otolith",1
"preservation: l",1
"preservation: on dry ice and etoh",1
"skin",1
"skulls",1
"stained",1
"stained and dissected",1
