"ASIHCode","dwc.collectionCode","idigbio.recordset","dwc.institutionCode","recordset_uuid","collection_uuid","logo","collection_description"
"CSUC","mammals","8660ce9a-31c9-48ee-b5bc-9e6ba248ec0f","csuc","8660ce9a-31c9-48ee-b5bc-9e6ba248ec0f","b35b9742-dcbd-11e4-ae1c-002315492bbc","http://rce.csuchico.edu/sites/default/files/pltw/flame_500px.png","The CSU, Chico (CSUC) Vertebrate Museum collections are comprised mostly of specimens collected from the mid 1930s to present, although many of our animals (e.g., exotic birds), acquired through trades or donations, date back to the latter part of the 19th century.  Biology faculty and supporters including Dr. Vesta Holt, Dr. Lloyd and Elizabeth Ingles, and Dr. Tom Rodgers, to name but a few, were among the contributors to the early development of our vertebrate collections. Although active collection by shooting, trapping, and netting were commonplace during the formative years of the museum, salvage as well as donations coming from state and federal agencies have been the most common means of specimen acquisition since the late 1970s."
"CSUC","birds","8660ce9a-31c9-48ee-b5bc-9e6ba248ec0f","csuc","8660ce9a-31c9-48ee-b5bc-9e6ba248ec0f","b35b9742-dcbd-11e4-ae1c-002315492bbc","http://rce.csuchico.edu/sites/default/files/pltw/flame_500px.png","The CSU, Chico (CSUC) Vertebrate Museum collections are comprised mostly of specimens collected from the mid 1930s to present, although many of our animals (e.g., exotic birds), acquired through trades or donations, date back to the latter part of the 19th century.  Biology faculty and supporters including Dr. Vesta Holt, Dr. Lloyd and Elizabeth Ingles, and Dr. Tom Rodgers, to name but a few, were among the contributors to the early development of our vertebrate collections. Although active collection by shooting, trapping, and netting were commonplace during the formative years of the museum, salvage as well as donations coming from state and federal agencies have been the most common means of specimen acquisition since the late 1970s."
"CSUC","fish","8660ce9a-31c9-48ee-b5bc-9e6ba248ec0f","csuc","8660ce9a-31c9-48ee-b5bc-9e6ba248ec0f","b35b9742-dcbd-11e4-ae1c-002315492bbc","http://rce.csuchico.edu/sites/default/files/pltw/flame_500px.png","The CSU, Chico (CSUC) Vertebrate Museum collections are comprised mostly of specimens collected from the mid 1930s to present, although many of our animals (e.g., exotic birds), acquired through trades or donations, date back to the latter part of the 19th century.  Biology faculty and supporters including Dr. Vesta Holt, Dr. Lloyd and Elizabeth Ingles, and Dr. Tom Rodgers, to name but a few, were among the contributors to the early development of our vertebrate collections. Although active collection by shooting, trapping, and netting were commonplace during the formative years of the museum, salvage as well as donations coming from state and federal agencies have been the most common means of specimen acquisition since the late 1970s."
"LACM","herps","2d853a6d-50ec-4931-8e91-48fc2491fdee","lacm","2d853a6d-50ec-4931-8e91-48fc2491fdee","d74686b0-b58f-46ac-b3ec-8e3d99ef28a2","https://media-api.xogrp.com/images/7a662139-00c7-414a-92c9-fc309199f657","The collection contains representatives of most fish families.  Taxonomic strengths of the collection include deepsea, luminescent Stomiiformes (dragonfishes, viperfishes) and Myctophiformes (lanternfishes); freshwater Ostariophysi, particularly Siluriformes (catfish), Cypriniformes (carp), and Characiformes (characins); Anguilliformes (eels); Scorpaeniformes (scorpionfishes, lionfishes and stonefishes); and extensive holdings of Perciformes, particularly Gobiidae (gobies), Apogonidae (cardinalfishes), Blenniidae, Clinidae and Labrisomidae (blennies), Exocoetidae (flyingfishes), Labridae (wrasses), Pomacentridae (damselfishes), Scienidae (croakers), and Serranidae (basses).  The collection's geographic emphasis is on the Pacific Rim, with particular strengths in fishes from the Eastern Pacific, Galapagos, Hawaiian, and Philippine islands, the Antarctic, and the freshwaters of North, Central, and South America.  It  also holds special collections of fish eggs and larvae, otoliths, frozen tissues, skeletons, cleared and stained specimens, and radiographs, in addition to an extensive book and reprint library."
"LACM","fish","2d853a6d-50ec-4931-8e91-48fc2491fdee","lacm","2d853a6d-50ec-4931-8e91-48fc2491fdee","d74686b0-b58f-46ac-b3ec-8e3d99ef28a2","https://media-api.xogrp.com/images/7a662139-00c7-414a-92c9-fc309199f657","The collection contains representatives of most fish families.  Taxonomic strengths of the collection include deepsea, luminescent Stomiiformes (dragonfishes, viperfishes) and Myctophiformes (lanternfishes); freshwater Ostariophysi, particularly Siluriformes (catfish), Cypriniformes (carp), and Characiformes (characins); Anguilliformes (eels); Scorpaeniformes (scorpionfishes, lionfishes and stonefishes); and extensive holdings of Perciformes, particularly Gobiidae (gobies), Apogonidae (cardinalfishes), Blenniidae, Clinidae and Labrisomidae (blennies), Exocoetidae (flyingfishes), Labridae (wrasses), Pomacentridae (damselfishes), Scienidae (croakers), and Serranidae (basses).  The collection's geographic emphasis is on the Pacific Rim, with particular strengths in fishes from the Eastern Pacific, Galapagos, Hawaiian, and Philippine islands, the Antarctic, and the freshwaters of North, Central, and South America.  It  also holds special collections of fish eggs and larvae, otoliths, frozen tissues, skeletons, cleared and stained specimens, and radiographs, in addition to an extensive book and reprint library."
"LACM","birds","2d853a6d-50ec-4931-8e91-48fc2491fdee","lacm","2d853a6d-50ec-4931-8e91-48fc2491fdee","d74686b0-b58f-46ac-b3ec-8e3d99ef28a2","https://media-api.xogrp.com/images/7a662139-00c7-414a-92c9-fc309199f657","The collection contains representatives of most fish families.  Taxonomic strengths of the collection include deepsea, luminescent Stomiiformes (dragonfishes, viperfishes) and Myctophiformes (lanternfishes); freshwater Ostariophysi, particularly Siluriformes (catfish), Cypriniformes (carp), and Characiformes (characins); Anguilliformes (eels); Scorpaeniformes (scorpionfishes, lionfishes and stonefishes); and extensive holdings of Perciformes, particularly Gobiidae (gobies), Apogonidae (cardinalfishes), Blenniidae, Clinidae and Labrisomidae (blennies), Exocoetidae (flyingfishes), Labridae (wrasses), Pomacentridae (damselfishes), Scienidae (croakers), and Serranidae (basses).  The collection's geographic emphasis is on the Pacific Rim, with particular strengths in fishes from the Eastern Pacific, Galapagos, Hawaiian, and Philippine islands, the Antarctic, and the freshwaters of North, Central, and South America.  It  also holds special collections of fish eggs and larvae, otoliths, frozen tissues, skeletons, cleared and stained specimens, and radiographs, in addition to an extensive book and reprint library."
"LACM","mammals","2d853a6d-50ec-4931-8e91-48fc2491fdee","lacm","2d853a6d-50ec-4931-8e91-48fc2491fdee","d74686b0-b58f-46ac-b3ec-8e3d99ef28a2","https://media-api.xogrp.com/images/7a662139-00c7-414a-92c9-fc309199f657","The collection contains representatives of most fish families.  Taxonomic strengths of the collection include deepsea, luminescent Stomiiformes (dragonfishes, viperfishes) and Myctophiformes (lanternfishes); freshwater Ostariophysi, particularly Siluriformes (catfish), Cypriniformes (carp), and Characiformes (characins); Anguilliformes (eels); Scorpaeniformes (scorpionfishes, lionfishes and stonefishes); and extensive holdings of Perciformes, particularly Gobiidae (gobies), Apogonidae (cardinalfishes), Blenniidae, Clinidae and Labrisomidae (blennies), Exocoetidae (flyingfishes), Labridae (wrasses), Pomacentridae (damselfishes), Scienidae (croakers), and Serranidae (basses).  The collection's geographic emphasis is on the Pacific Rim, with particular strengths in fishes from the Eastern Pacific, Galapagos, Hawaiian, and Philippine islands, the Antarctic, and the freshwaters of North, Central, and South America.  It  also holds special collections of fish eggs and larvae, otoliths, frozen tissues, skeletons, cleared and stained specimens, and radiographs, in addition to an extensive book and reprint library."
"MCZ","mala","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","herp","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","orn","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","ent","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","ip","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","ich","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","iz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","mamm","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","cryo","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MCZ","herpobs","271a9ce9-c6d3-4b63-a722-cb0adc48863f","mcz","271a9ce9-c6d3-4b63-a722-cb0adc48863f","85b219a1-f164-4267-8487-4bd4a188d887","http://volunteer.ala.org.au//data/volunteer/institution/11740375/logo-image.jpg","Ichthyology has been studied at Harvard since long before the founding of the Museum of Comparative Zoology by Louis Agassiz in 1859. By the late 1700s, William Dandridge Peck, the first professor of Natural History at Harvard, had collected and published on New England fishes. Peck's specimens were skinned, dried and glued to paper sheets; some are still in the MCZ collection to this day. After the MCZ was founded by Louis Agassiz, the fish collection grew rapidly and has had a long history of active ichthyological research. Today, the Ichthyological Collection remains one of the best in the world and emphasis is placed on teaching with very active undergraduate and graduate student research programs. The fish collection has been fully renovated and its holdings are available for search on the web."
"MSUM","he","2b946e47-7b37-48dd-83bb-fd892c026f9f","msum","2b946e47-7b37-48dd-83bb-fd892c026f9f","c7390797-16c4-4fb0-b290-5e959957ca99","http://aisp.msu.edu/files/8214/5454/0693/MSUMmuseum_trans.png","The Ichthyology Research Collection includes marine and freshwater specimens. Of the freshwater holdings, more than half are from Michigan, among them 1,100 specimens collected from the Red Cedar River, which flows through campus. Additional noteworthy series were collected in Ecuador, Mexico, and India. Both fluid-preserved specimens and skeletons (over 1,200) are represented."
"MSUM","ic","2b946e47-7b37-48dd-83bb-fd892c026f9f","msum","2b946e47-7b37-48dd-83bb-fd892c026f9f","c7390797-16c4-4fb0-b290-5e959957ca99","http://aisp.msu.edu/files/8214/5454/0693/MSUMmuseum_trans.png","The Ichthyology Research Collection includes marine and freshwater specimens. Of the freshwater holdings, more than half are from Michigan, among them 1,100 specimens collected from the Red Cedar River, which flows through campus. Additional noteworthy series were collected in Ecuador, Mexico, and India. Both fluid-preserved specimens and skeletons (over 1,200) are represented."
"OSM","fishes","87fee729-2a4e-4d23-ad8a-5e03e1ab7c1a","ohio state university - fish division, columbus, oh (osum)","87fee729-2a4e-4d23-ad8a-5e03e1ab7c1a","4d743970-ca5d-4b86-8aef-5bf0dabcfefb","https://www.osu.edu/assets/web/logo-web/TheOhioStateUniversity-Stacked.jpg","The collections of Dr. Albert Tuttle, OSU's first zoologist, were the beginning of the OSUM Fish Division circa 1874. Officially recognized in 1895, the fish collections grew and moved successively from the attic of the Botany and Zoology Building, OSU's Biological Station at Cedar Point, Ohio State Historical Society, Franz Theodore Stone Laboratory on Gibraltar Island, the basement of Sullivant Hall, to the current location at 1315 Kinnear Road in the Museum of Biological Diversity. The fish collections are primarily used as a resource for systematics research and publication, laboratory teaching at the university level and for public education. In addition, they are also used as a basis for comparative studies, geographic range information, ecological assessments and environmental impact statements. Voucher specimens are deposited with the collection by a number of researchers and agencies to anchor reports and publications."
"OSM","insects","87fee729-2a4e-4d23-ad8a-5e03e1ab7c1a","ohio state university - fish division, columbus, oh (osum)","87fee729-2a4e-4d23-ad8a-5e03e1ab7c1a","4d743970-ca5d-4b86-8aef-5bf0dabcfefb","https://www.osu.edu/assets/web/logo-web/TheOhioStateUniversity-Stacked.jpg","The collections of Dr. Albert Tuttle, OSU's first zoologist, were the beginning of the OSUM Fish Division circa 1874. Officially recognized in 1895, the fish collections grew and moved successively from the attic of the Botany and Zoology Building, OSU's Biological Station at Cedar Point, Ohio State Historical Society, Franz Theodore Stone Laboratory on Gibraltar Island, the basement of Sullivant Hall, to the current location at 1315 Kinnear Road in the Museum of Biological Diversity. The fish collections are primarily used as a resource for systematics research and publication, laboratory teaching at the university level and for public education. In addition, they are also used as a basis for comparative studies, geographic range information, ecological assessments and environmental impact statements. Voucher specimens are deposited with the collection by a number of researchers and agencies to anchor reports and publications."
