"dwc.preparations","freq"
"70% ETHANOL/N=2 C&S",2
"70% ETHANOL/SMALL JAR, tissue",2
"95 % ETHANOL/ WHOLE SPECIMEN, tissue",2
"95% ETHANOL/ 2 SMALL VIALS, tissue",2
"95% ETHANOL/ VIAL/ HALF GALLON JAR AND CARTILAGE, tissue",2
"C&S/ SMALL JAR",2
"DRIED/ GALLON JAR, tissue",2
"FAIR*/70% ETHANOL",2
"FORMALDEHYDE",2
"GOOD, 3 VENTRAL DISSECTION: 70% ETHANOL",2
"GOOD, DISSECTED; 70% ETOH",2
"GOOD,1 DISSECTED: 70% ETHANOL",2
"GOOD; 70% ETHANOL, 1 IN TANK 05",2
"GOOD; DAMAGED*/70% ETHANOL",2
"GOOD; DISSECTED*/70% ETHANOL; LARGE JAR",2
"GOOD; HEAD ONLY/70% ETHANOL",2
"GOOD/70% ETHANOL; 1 MISSING AS OF MAY/1995",2
"GOOD/70% ETHANOL; 2 MISSING*",2
"GOOD/70% ETHANOL; ADULT COLLECTION",2
"GOOD/70% ETHANOL; MISSING",2
"GOOD/70% ETHANOL; TANK 18",2
"GOOD/70% ETHANOL; TANKED-",2
"GOOD/70% ETOH (1); 95% ETOH:UNFIXED (1), tissue",2
"GOOD/SKELETON",2
"OVERSIZED JAR ON BOTTOM SHELF",2
"STAINLESS STEEL TANK #10",2
"TANK 05",2
"TANK 143-A",2
"TANK 4-A",2
"1- 70% ETHANOL; 1- GLYCERIN",1
"10 - 70% ETHANOL; 2 - DRY",1
"100% ETHANOL/ C&S",1
"100% GLYCERIN/ C&S",1
"100% GLYCERIN/ SMALL JAR/ C+S",1
"100% GLYCEROL/ C&S",1
"100% GLYCEROL/ SMALL JAR (C&S)",1
"15 FIXED/PRESERVED 95% ETOH, tissue",1
"2 - 70% ETHANOL; 1 - GLYCERIN",1
"2 SMALL JARS, 95% ETHANOL AND 70% ETHANOL, tissue",1
"2-70% ETHANOL; 1-GLYCEROL",1
"21 - 70% ETHANOL; 4 - DRY",1
"23 IN 70% ETHANOL, 5 CLEARED AND STAINED",1
"4 - 70% ETHANOL; 3 - DRY",1
"5% FORM",1
"7 - 70% ETHANOL; 2 - DRY",1
"70 % ETHANOL",1
"70 % ETHANOL/ BUCKET",1
"70 % ETHANOL/ LARGE JAR",1
"70 % ETHANOL/ TANK 31",1
"70 % ETHANOL/ TANK 34, tissue",1
"70 % ETOH AND CLEARED AND STAINED",1
"70% AND 95% ETHANOL/ 2 SMALL JARS, tissue",1
"70% AND 95% ETHANOL/ TWO SMALL JARS, tissue",1
"70% EHANOL/ HALF GALLON JAR, tissue",1
"70% ETHANOL , tissue",1
"70% ETHANOL AND 95% ETHANOL/ 2 SMALL JARS, tissue",1
"70% ETHANOL TANK # 67, tissue",1
"70% ETHANOL, N=1 C&S",1
"70% ETHANOL, N=2 STAINED",1
"70% ETHANOL; 1 95% ETHANOL, tissue",1
"70% ETHANOL; 1 GLYCEROL**",1
"70% ETHANOL; 10 95% ETHANOL",1
"70% ETHANOL; 13 95% ETHANOL, tissue",1
"70% ETHANOL; 16 OZ JAR",1
"70% ETHANOL; 164 95% ETHANOL, tissue",1
"70% ETHANOL; 20 GLYCEROL",1
"70% ETHANOL; 20 GLYCEROL*",1
"70% ETHANOL; 32 OZ JAR",1
"70% ETHANOL; 32 OZ. JAR",1
"70% ETHANOL; 4 95% ETHANOL, tissue",1
"70% ETHANOL; 4 GLYCEROL",1
"70% ETHANOL; 42 95% ETHANOL, tissue",1
"70% ETHANOL; 5 95% ETHANOL, tissue",1
"70% ETHANOL; 51 95% ETHANOL, tissue",1
"70% ETHANOL; 69 95% ETHANOL, tissue",1
"70% ETHANOL; 7 95% ETHANOL, tissue",1
"70% ETHANOL; 8 95% ETHANOL, tissue",1
"70% ETHANOL; 8 OZ JAR",1
"70% ETHANOL; 8 OZ. JAR",1
"70% ETHANOL; 9 95% ETHANOL, tissue",1
"70% ETHANOL; IN 2 JARS",1
"70% ETHANOL; IN 4 JARS",1
"70% ETHANOL; IN LARGE JAR",1
"70% ETHANOL; IN TANK 7",1
"70% ETHANOL; LARGE JAR*",1
"70% ETHANOL; N=1 IN TANK 16",1
"70% ETHANOL; N=2 TANKED IN #10",1
"70% ETHANOL; N=3 GLYCEROL",1
"70% ETHANOL; N=3 IN TANK 19",1
"70% ETHANOL; N=3 TANK 22",1
"70% ETHANOL; N=3 TANKED IN ""BUCKET B""",1
"70% ETHANOL; N=4 TANKED IN ""BUCKET B""; 2 JARS",1
"70% ETHANOL; N=5 GLYCEROL",1
"70% ETHANOL; N=6 IN TANK 22",1
"70% ETHANOL; N=6 TANK 22",1
"70% ETHANOL; N=7 IN TANK 22",1
"70% ETHANOL; SMALL JAR, N=1 IN GLYCERIN",1
"70% ETHANOL; SMALL JAR; N=1 C&S",1
"70% ETHANOL; SMALL JAR; N=2 IN GLYCERIN",1
"70% ETHANOL; TANK 05",1
"70% ETHANOL; TANK 19",1
"70% ETHANOL; TANK 23",1
"70% ETHANOL; TANK 23; WAS TANKED IN ""BUCKET A""",1
"70% ETHANOL; TANKED",1
"70% ETHANOL; TS-95% ETHANOL",1
"70% ETHANOL; TS-95% ETHANOL; EGG-3% FORMALIN, tissue",1
"70% ETHANOL; XRAYED",1
"70% ETHANOL/  (2) SMALL JAR (1) GALLON JAR",1
"70% ETHANOL/  THREE IN GALLON JAR, THREE IN TANK 57, tissue",1
"70% ETHANOL/ 'N=6 IN TANK #19",1
"70% ETHANOL/ 1 GALLON JAR (N=2)",1
"70% ETHANOL/ 1 GALLOON",1
"70% ETHANOL/ 1 IN SMALL JAR, 3 IN TANK 15",1
"70% ETHANOL/ 1 IN SMALL JAR; 1 IN TANK 53",1
"70% ETHANOL/ 1 IN TANK #49, 11 IN 1/2 GALLON JAR",1
"70% ETHANOL/ 1 OF 2 TANK 65, 2 OF 2 GALLON JAR, tissue",1
"70% ETHANOL/ 1/2 GALLON JAR (N=100 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ 1/2 GALLON JAR (N=57 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ 1/2 GALLON JAR AND TANK #67, tissue",1
"70% ETHANOL/ 1/2 GALLON JAR, N=5 IN 95% ETOH, tissue",1
"70% ETHANOL/ 1/2 SQUAT GALLON JAR",1
"70% ETHANOL/ 16 OZ. JAR",1
"70% ETHANOL/ 2 1-GALLON JARS, tissue",1
"70% ETHANOL/ 2 1/2 GALLON JARS, tissue",1
"70% ETHANOL/ 2 CT. 1 GALLON JARS",1
"70% ETHANOL/ 2 GALLON AND 3 GALLON JARS",1
"70% ETHANOL/ 2 GALLON JARS AND N=1 IN TANK 8",1
"70% ETHANOL/ 2 LARGE JARS",1
"70% ETHANOL/ 2 OF 3 IN SMALL JAR, 1 OF 3 IN TANK 49 (HSP 025), tissue",1
"70% ETHANOL/ 2 OVERSIZED JARS",1
"70% ETHANOL/ 2 OVERSIZED JARS ON BOTTOM SHELF",1
"70% ETHANOL/ 2 OVERSIZED JARS, tissue",1
"70% ETHANOL/ 2 SMALL JARS/ 4 SPECIMENS IN 95% EtOH",1
"70% ETHANOL/ 2- 1 GALLON JARS; 1- TANK #53",1
"70% ETHANOL/ 2- 2 1/2 GALLON JARS",1
"70% ETHANOL/ 2.5 GAL JAR",1
"70% ETHANOL/ 2/5 IN SMALL JAR, 3/5 IN TANK 49 (HSP 059-061), tissue",1
"70% ETHANOL/ 3 GAL JAR",1
"70% ETHANOL/ 3 GALLON JARS",1
"70% ETHANOL/ 3 VIAL IN SMALL JAR, tissue",1
"70% ETHANOL/ 3-GAL JAR",1
"70% ETHANOL/ 5 GAL AND 3 GAL JARS",1
"70% ETHANOL/ 5 GAL JAR",1
"70% ETHANOL/ 5 GALLON JAR; TANK 53",1
"70% ETHANOL/ 5- 1 GALLON JARS",1
"70% ETHANOL/ 6 IN SMALL JAR, 2 IN TANK 15",1
"70% ETHANOL/ AGRI BIN #4, tissue",1
"70% ETHANOL/ BLUE BARREL 3",1
"70% ETHANOL/ BLUE BARREL 5, tissue",1
"70% ETHANOL/ BUCKET",1
"70% ETHANOL/ GALLON JAR , tissue",1
"70% ETHANOL/ GALLON JAR (N=25 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ GALLON JAR + 32 OUNCE JAR",1
"70% ETHANOL/ GALLON JAR AND SMALL JAR",1
"70% ETHANOL/ GALLON JAR AND TANK #10",1
"70% ETHANOL/ GALLON JAR AND TANK #9",1
"70% ETHANOL/ GALLON JAR, SHARK TANK",1
"70% ETHANOL/ GALLON JAR, TANK 59",1
"70% ETHANOL/ GALLON JAR/ TANK 49",1
"70% ETHANOL/ GALLONJAR",1
"70% ETHANOL/ GLYCERIN/ SMALL JAR",1
"70% ETHANOL/ HALF-GALLON JAR AND SMALL JAR, tissue",1
"70% ETHANOL/ HALF-GALLON JAR, SMALL JAR",1
"70% ETHANOL/ HEAD AND EGG MASS ONLY",1
"70% ETHANOL/ IN 2 JARS",1
"70% ETHANOL/ IN BARREL, tissue",1
"70% ETHANOL/ IN BUCKET WITH JAY",1
"70% ETHANOL/ IN BUCKET, tissue",1
"70% ETHANOL/ LARGE JAR, tissue",1
"70% ETHANOL/ LARGE JAR/ N=1 IN TANK #67",1
"70% ETHANOL/ N=1 GLYCEROL",1
"70% ETHANOL/ N=1 TANK 53, N=2 1/2 GAL JAR",1
"70% ETHANOL/ N=10 IN SHARK TANK, N=1 IN GALLON JAR",1
"70% ETHANOL/ N=3 IN LARGE JAR; N=1 IN TANK 55, tissue",1
"70% ETHANOL/ N=7 C&S",1
"70% ETHANOL/ OVERSIZE JAR, tissue",1
"70% ETHANOL/ SHARK TANK AND 2 IN 1 GALLON JAR",1
"70% ETHANOL/ SHORT 1/2 GALLON JAR, tissue",1
"70% ETHANOL/ SHORT HALF-GALLON JAR, tissue",1
"70% ETHANOL/ SMALL JAR (2 C&S)",1
"70% ETHANOL/ SMALL JAR (2 JARS)",1
"70% ETHANOL/ SMALL JAR (2 OF 3 IN SHARK TANK)",1
"70% ETHANOL/ SMALL JAR (2), tissue",1
"70% ETHANOL/ SMALL JAR (3 C&S)",1
"70% ETHANOL/ SMALL JAR (6 C&S, 11 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR (8 C&S)",1
"70% ETHANOL/ SMALL JAR (9 C&S)",1
"70% ETHANOL/ SMALL JAR (N=1 C&S)",1
"70% ETHANOL/ SMALL JAR (N=1 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR (N=2 C&S)",1
"70% ETHANOL/ SMALL JAR (N=27 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR (N=3 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR (N=4 IN TANK 53)",1
"70% ETHANOL/ SMALL JAR (N=60 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR (N=9 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR (N=90 IN 95% ETHANOL), tissue",1
"70% ETHANOL/ SMALL JAR, N=1 C&S",1
"70% ETHANOL/ SMALL JAR, N=1 C&S, tissue",1
"70% ETHANOL/ SMALL JAR, N=1 IN 95% EtOH, tissue",1
"70% ETHANOL/ SMALL JAR, N=10 IN 95% ETOH, tissue",1
"70% ETHANOL/ SMALL JAR, N=15 IN 95% ETOH/ N=3 C&S, tissue",1
"70% ETHANOL/ SMALL JAR, N=16 IN 95% ETOH, tissue",1
"70% ETHANOL/ SMALL JAR, N=2 IN 95% ETOH, tissue",1
"70% ETHANOL/ SMALL JAR, SHARK TANK",1
"70% ETHANOL/ SMALL JAR/ N=1 C&S",1
"70% ETHANOL/ SMALL JAR/ N=1 C&S (130 mm)",1
"70% ETHANOL/ SMALL JAR/ N=2 IN GLYCERIN - C&S",1
"70% ETHANOL/ SMALL JAR/ N=3 C&S",1
"70% ETHANOL/ SQUAT 1/2 GALLON",1
"70% ETHANOL/ SQUAT HALF GALLON JAR, tissue",1
"70% ETHANOL/ SS TANK 42?",1
"70% ETHANOL/ SS-TANK # 45, tissue",1
"70% ETHANOL/ SS-TANK # 46, tissue",1
"70% ETHANOL/ SS-TANK # 48",1
"70% ETHANOL/ SS-TANK 24",1
"70% ETHANOL/ SS-TANK 37, tissue",1
"70% ETHANOL/ TANK # 45",1
"70% ETHANOL/ TANK # 68, tissue",1
"70% ETHANOL/ TANK #44",1
"70% ETHANOL/ TANK #65, tissue",1
"70% ETHANOL/ TANK #9",1
"70% ETHANOL/ TANK 10",1
"70% ETHANOL/ TANK 20, tissue",1
"70% ETHANOL/ TANK 21",1
"70% ETHANOL/ TANK 25",1
"70% ETHANOL/ TANK 262A",1
"70% ETHANOL/ TANK 3",1
"70% ETHANOL/ TANK 30, tissue",1
"70% ETHANOL/ TANK 33, tissue",1
"70% ETHANOL/ TANK 34, tissue",1
"70% ETHANOL/ TANK 36/ OVERSIZED JAR",1
"70% ETHANOL/ TANK 37, LARGE JAR",1
"70% ETHANOL/ TANK 40, tissue",1
"70% ETHANOL/ TANK 50?",1
"70% ETHANOL/ TANK 52 (N=2) & 1 GALLON JAR (N=4)",1
"70% ETHANOL/ TANK 70",1
"70% ETHANOL/ TANK 70 , tissue",1
"70% ETHANOL/ TANK L1-2A",1
"70% ETHANOL/ TANK L1-2B",1
"70% ETHANOL/ TANK L1-3",1
"70% ETHANOL/ TANK L2-1",1
"70% ETHANOL/ TO BE C&S",1
"70% ETHANOL/ TWO IN GALLON JAR, FOUR IN TANK 57",1
